time,velocity,informationId,partVelocity,week
0,14.4849381007,6889;14806;21918;49399;54998;65810;76410,14.5626242545;13.0454140695;13.2759401903;14.2509727626;13.5085292762;12.5859106529;20.165175499,0
1,14.1391451194,6894;14811;49406;65817;76421;87586,15.9760087241;11.7340808971;12.3264619268;16.7428571429;16.829408386;11.2260536398,0
2,13.3730351092,55010;65820;76424,15.0333504361;9.50064850843;15.585106383,0
3,16.0109289617,41438,16.0109289617,0
4,16.5051591712,21925;49413;55017;76432,14.1068849302;12.6784941584;16.4514317799;22.7838258165,0
5,13.4465351078,65824,13.4465351078,0
6,12.9212109625,55024;76435,9.0515909793;16.7908309456,0
7,14.1590422671,14828;55029;87598,15.585106383;12.3942470389;14.4977733795,0
8,13.8665404638,49423,13.8665404638,0
9,12.5791828441,6934;6935;33164;49424;65838,8.99877149877;8.77508235999;20.9735146743;11.8479579458;12.3005877414,0
10,15.0836373552,14842;49427,16.8973471742;13.2699275362,0
12,11.0649546828,6939,11.0649546828,0
13,14.2206710853,49440;65854;87623,18.474148802;14.9566105156;9.23125393825,0
14,16.9855072464,87625,16.9855072464,0
15,14.7014550928,76458,14.7014550928,0
16,18.115303625,6962;27862,24.978687127;11.2519201229,0
17,15.5591728831,6972;14863;14870;27876;41452;49467;55051;55052;55053;55056;65877;65883,12.269681742;22.3664122137;18.5678073511;18.9276485788;16.4884637029;13.8599810785;14.7532729104;19.4168323393;11.0775047259;15.2763295099;14.1341051616;9.57203528259,0
18,16.604584566,14876;14879;21974;55068;87655,15.8207343413;9.54397394137;24.8094834886;18.5560481317;14.2926829268,0
19,16.0955163169,14885;14889;27888;33199;37305;41459;41463;49481;49486;49487;55072;55078;55079;65901;65907;76488,15.126484254;13.9590281086;12.5160187954;15.57682084;13.330300273;15.2286902287;15.7442235357;17.8985949908;17.8876678877;11.4856918855;22.0965309201;16.8584579977;16.1343612335;18.4508816121;16.8876080692;18.3469004383,0
20,14.0058907817,21994;21996;33210;49494;55080;55090;65933;76504;87679;87686;87691,10.2519244227;15.1970954357;14.0662506001;16.1878453039;21.1095100865;15.0487930149;12.2287145242;12.269681742;15.585106383;11.7481956696;10.3716814159,0
21,12.1834353823,7000;7013;7019;22009;22011;22013;27911;37326;37331;41472;41478;49506;49514;49521;49522;55099;55104;55108;55109;55117;55121;65935;76514;76515;76521,8.45111047015;11.3698098564;7.88270110304;14.5916334661;6.40297202797;9.91875423155;14.0595009597;15.0642673522;10.1595006935;10.3680113234;16.57239819;12.93598234;13.6215713622;9.74717232202;14.8279352227;15.0102459016;11.9445576845;14.540942928;7.04496273143;13.330300273;10.9778943425;9.3730006398;11.0607776519;17.2657631114;18.0641183724,0
22,13.0394829392,7025;7030;14925;22020;22026;41484;41489;41490;49534;49535;55125;55126;55138;55139;65952;65953;76536;76555;87732,11.0816944024;10.1208981002;15.8207343413;9.07401672344;12.3264619268;14.1751330431;16.4145658263;15.7781367798;13.4712643678;13.4712643678;14.046021093;14.0258496888;9.7601598934;6.36541386053;17.2963400236;14.9795501022;13.0628622381;11.5764519953;14.9033570702,0
23,12.9461817908,7059;7063;7075;7078;14954;14958;14978;22058;22066;37346;41496;41501;49540;55151;55152;65976;65977;65980;65993;65995;65997;76594;87739;87740;87756,15.1186790506;17.9095354523;14.865550482;10.079119367;5.96984515077;17.0646476412;10.6934306569;5.7507360157;8.98221949724;6.28485628486;17.7575757576;14.5265245414;21.155234657;13.4774609016;13.2160577357;8.64561817645;9.78623914496;13.7429643527;17.6399759181;12.9875886525;17.134502924;13.6152416357;11.9836400818;12.399492171;12.86780852,0
24,12.5658428163,7096;14996;15002;22071;22074;22076;27949;33254;37361;41508;49548;49564;55180;66020;66025;76598;76609;87770;87771;87772;87776,15.7696447793;10.2090592334;12.623869022;10.9820089955;12.4893435635;7.96845254283;17.0052234475;13.807728558;16.8778801843;23.4212629896;12.6021505376;15.2763295099;11.0691348697;12.7059843886;14.0662506001;8.50261172374;14.686716792;14.9413564508;6.49955634428;7.69837099317;4.67976361604,0
25,12.7452311239,7131;15017;15022;15026;15030;15034;22095;22117;37372;37381;41516;49580;49589;49605;55183;55200;55201;66050;66051;76634;76635;76637;76651,11.6408422725;9.59711758926;9.31341385887;6.89736346516;14.8204350025;9.01815943367;14.7458480121;7.0670525808;4.40006006908;17.4821002387;19.1753926702;11.603960396;21.2472806381;10.64293498;13.0978989718;12.0476973684;12.850877193;14.483440435;12.0476973684;17.7253478524;12.4733929332;15.3002610966;15.4617414248,0
26,13.5859320632,7140;7142;7173;15040;15047;15049;15055;22134;22135;22136;22139;22147;22149;28000;33310;41527;41531;41536;49639;49643;55213;55221;55236;66074;66075;66077;76671;87821;87822;87826;87831;87832;87842;87850,14.7384305835;12.0131201312;15.5272919979;8.16383393703;8.16610925307;11.1534069281;12.7502175805;9.80260956842;13.6342484877;13.4650735294;11.4766940854;10.9206112561;13.257918552;8.7829736211;15.568544102;14.4192913386;20.4751921733;16.7237442922;18.6981493299;15.189217211;13.2100991885;13.1390134529;17.6399759181;20.2487906012;21.0639827462;18.6743148502;8.07830162669;12.8791208791;15.4291732491;12.5751072961;9.14767405557;8.59741784038;12.4257845632;13.8862559242,0
27,13.6968187275,7182;7192;7198;15063;15064;15069;15078;15083;22153;22167;22176;28046;33318;37391;49650;49663;49667;49672;55267;55269;55270;66112;66113;66116;66126;66132;66151;76687;76696;76697;76707;76713;87871;87885;87889,14.5553899652;13.1922557407;10.0652696668;18.108776267;11.6640127389;10.639070443;31.6073354908;24.4574290484;11.5673114884;16.5536723164;6.71864251319;15.0565262076;10.8118081181;15.3002610966;15.0565262076;12.01804758;15.4129405576;12.2338204593;16.250693289;11.4677103718;12.1024370095;13.8796778778;5.20981507824;11.6686579052;9.94906621392;11.724689876;12.1274834437;11.6686579052;11.603960396;13.6279069767;11.8431689572;12.0081967213;13.257918552;24.4983277592;11.4811912226,0
28,12.8687677569,7210;7215;7216;7221;7222;7228;7229;15105;15118;15119;15120;28073;28077;33339;41555;49681;49694;49695;55277;55278;55279;55280;55284;55296;55299;66163;66164;66177;66184;66188;76718;76720;76723;76734;76735;76736;76737;76749;87890;87900;87910;87928,19.9591280654;15.1734852408;17.2251616696;15.854978355;9.01815943367;13.9990444338;11.9934506754;13.0861991961;14.0325670498;5.00683526999;11.9689542484;13.7429643527;13.8142385667;15.4129405576;16.1878453039;8.68662911355;14.7905098435;10.3132699754;14.4406111385;12.2594142259;9.78950885399;10.6934306569;14.9566105156;16.8004587156;7.85733440601;17.9644389945;5.02572898799;11.5218246166;8.65583456425;12.3472397809;7.0045421946;9.24873737374;16.1077515118;15.0410677618;16.2147205313;14.6646646647;12.9703408588;9.72452704945;15.5272919979;12.399492171;15.6517094017;13.354603464,0
29,12.3546196154,15122;15126;22211;22222;28088;37412;37413;41557;49718;49722;49737;49738;49740;49744;55305;55312;55313;55318;55329;55330;66194;66199;66200;66210;66211;76757;76761;76764;76772;76773;76780;76790;87938;87939;87952;87959,12.5859106529;16.4699269252;4.29870892019;6.64399092971;12.9245699162;15.7104557641;11.8097541314;19.74393531;11.9934506754;11.8623481781;10.2483385799;10.8962439569;17.8223844282;12.4733929332;14.1614306428;15.2604166667;11.3083751447;9.87529491068;10.0411240576;10.6622998544;13.6469492315;15.8378378378;14.8204350025;16.6099773243;11.6640127389;17.8876678877;16.5911664779;13.4836631385;15.795148248;7.81541744465;9.39403655018;9.65085638999;10.7326007326;11.6408422725;9.0543881335;3.34895416619,0
30,12.3201086362,7267;7270;7271;7273;7274;7281;15142;15149;15152;15153;15161;22238;22241;28105;28112;49757;49777;55342;55347;55351;55353;66214;66219;66222;66229;66233;76801;76806;76814;87965;87966;87975;87994;87999,16.3595756561;13.1922557407;17.0447934846;7.8678839957;8.11409581833;14.6646646647;9.18783317654;13.16262354;11.724689876;14.461994077;11.352189074;7.81750266809;14.306640625;14.9566105156;10.4233368908;10.4270462633;16.76201373;10.9737827715;7.19548133595;12.5213675214;12.5859106529;11.3742236025;18.1199752628;7.95979353437;11.771795902;12.558936991;12.5481798715;14.5771144279;10.8197932053;13.0338078292;16.2597114317;12.1677740864;16.1521499449;6.43814546254,0
31,11.477760662,15179;22251;22256;22261;33376;33379;37443;49780;49785;49789;49790;49791;49794;49803;49804;55364;55376;66241;66258;66262;76830;76831;76832;76834;76839;76850;88006;88017;88018,7.44032503809;11.0816944024;4.91198658843;12.9416961131;9.82232651693;11.3083751447;12.9018053721;11.7059528566;5.4511627907;14.620758483;6.04497627398;6.04497627398;22.9623824451;13.3973479652;7.55154639175;11.0858872493;12.7335940895;11.5082482325;9.06559405941;14.0595009597;17.7146311971;16.9266320046;9.57516339869;9.67315945857;12.5;10.9984984985;15.0720164609;12.0675453048;11.6872756282,0
