time,velocity,informationId,partVelocity,week
0,15.1102268783,6889;14806;21918;49399;54998;65810;76410,14.5631067961;14.6739130435;13.9896373057;15.8450704225;15.5172413793;13.6501516684;17.5324675325,0
1,16.0192290746,6894;14811;49406;65817;76421;87586,17.0886075949;14.3617021277;14.2105263158;17.55526658;20.5479452055;12.351326624,0
2,13.8741223441,55010;65820;76424,15.0334075724;9.50035186488;17.0886075949,0
3,17.3969072165,41438,17.3969072165,0
4,18.6076284438,21925;49413;55017;76432,16.5036674817;13.8461538462;18.2186234818;25.8620689655,0
5,13.5542168675,65824,13.5542168675,0
6,17.5467914438,55024;76435,17.0454545455;18.0481283422,0
7,15.504628687,14828;55029;87598,15.5889145497;13.7055837563;17.2193877551,0
8,13.874614594,49423,13.874614594,0
9,13.6039493517,6934;6935;33164;49424;65838,9.20245398773;10.5799373041;19.5369030391;13.4462151394;15.2542372881,0
10,12.6528395988,14842;49427,20.9953343701;4.31034482759,0
12,12.351326624,6939,12.351326624,0
13,14.9384693181,49440;65854;87623,19.4524495677;16.1290322581;9.23392612859,0
14,18.776077886,87625,18.776077886,0
15,16.3438256659,76458,16.3438256659,0
16,12.167135656,6962;27862,12.8449096099;11.4893617021,0
17,15.7418020419,6972;14863;14870;27876;41452;49467;55051;55052;55053;55056;65877;65883,12.6641651032;22.3509933775;19.368723099;19.4805194805;16.3240628779;15.306122449;15.6794425087;18.8547486034;11.1940298507;15.5172413793;12.0643431635;10.0972326103,0
18,14.8919105656,14876;14879;21974;55068;55069;87655,7.26196880043;11.728931364;24.8161764706;18.543956044;12.7599243856;14.2405063291,0
19,16.38296718,14885;14889;27888;33199;37305;41459;41463;49481;49486;49487;55072;55078;55079;65901;65907;76488,14.5945945946;13.9607032058;13.18359375;15.5709342561;13.4462151394;16.206482593;16.7079207921;17.9045092838;18.6980609418;11.8421052632;22.5;16.8539325843;16.7701863354;19.7947214076;17.6701570681;16.4233576642,0
20,15.0794538128,21994;21996;33210;49494;55080;55090;65933;76504;87679;87686;87691,12.4423963134;15.2027027027;14.0625;22.6510067114;21.6346153846;12.9682997118;11.7085862966;13.5270541082;17.9045092838;12.0535714286;11.71875,0
21,12.4609310296,7000;7013;7019;22009;22011;22013;27911;37326;37331;41472;41478;49506;49514;49521;49522;55099;55104;55108;55109;55117;55121;65935;76514;76515;76521,8.44806007509;11.9574844996;7.88091068301;14.5945945946;6.40113798009;9.02406417112;15.237020316;16.6461159063;11.5681233933;12.8449096099;17.1319796954;15.3583617747;12.8326996198;11.698440208;16.4634146341;14.5317545748;12.2504537205;17.26342711;6.38599810785;11.925795053;11.1662531017;9.375;10.9223300971;10.2739726027;19.340974212,0
22,15.1845898639,7025;7030;14925;22020;22026;41484;41489;41490;49534;49535;55125;55126;55138;55139;65952;65953;76536;76555;87732,8.00237107291;10.11994003;17.35218509;9.07258064516;12.3287671233;18.0;18.5694635488;17.0025188917;14.9833518313;14.8842337376;16.2846803378;18.4426229508;12.6641651032;11.4406779661;21.5311004785;17.0239596469;21.3946117274;12.9063097514;16.5036674817,0
23,14.7197273951,7059;7063;7075;7078;14954;14958;14978;22058;22066;37346;41496;41501;49540;55151;55152;65976;65977;65980;65993;65995;65997;76594;87739;87740;87756,16.7286245353;19.9115044248;14.7864184009;10.0821508588;5.97080937638;17.0670037927;10.6888361045;12.6641651032;8.98203592814;15.0501672241;18.3175033921;16.959798995;20.5792682927;15.0669642857;14.2555438226;13.8461538462;12.0320855615;13.9462809917;20.7055214724;15.0501672241;19.2307692308;13.1707317073;17.6010430248;12.0643431635;13.2352941176,0
24,15.4129814238,7096;14996;15002;22071;22074;22076;27949;33254;37361;41508;49548;49564;55180;66020;66025;76598;76609;87770;87771;87772;87776,15.2027027027;19.340974212;15.9386068477;14.9006622517;15.0334075724;7.48752079867;17.5097276265;15.7159487776;18.0240320427;25.6166982922;12.1621621622;15.4462242563;11.0746513536;12.9932627526;14.4076840982;15.4639175258;16.5441176471;18.3423913043;11.4698385726;14.4539614561;16.5441176471,0
25,13.9195600104,7131;15017;15022;15026;15030;15034;22095;22117;37372;37381;41516;49580;49589;49605;55183;55200;55201;66050;66051;76634;76635;76637;76651,11.6379310345;9.59488272921;17.4193548387;6.89831374553;17.55526658;9.01803607214;14.7864184009;12.2615803815;7.5208913649;18.6464088398;17.5097276265;13.1195335277;21.327014218;11.421319797;20.3927492447;10.5304212168;12.8816793893;15.3409090909;13.4865134865;18.543956044;12.5348189415;15.393386545;12.3287671233,0
26,14.9607138992,7140;7142;7173;15040;15047;15049;15055;22134;22135;22136;22139;22147;22149;28000;33310;41527;41531;41536;49639;49643;55213;55221;55236;66074;66075;66077;76671;87821;87822;87826;87831;87832;87842;87850,15.306122449;16.875;16.5441176471;8.16203143894;8.16696914701;11.1570247934;12.7478753541;9.80392156863;13.6363636364;13.4596211366;12.3062898815;11.0294117647;14.6739130435;13.8319672131;18.4678522572;16.2846803378;20.1793721973;17.5097276265;19.7080291971;15.6976744186;16.0714285714;15.3583617747;17.9760319574;19.7947214076;19.7657393851;20.3927492447;14.7864184009;14.4076840982;19.1761363636;13.874614594;12.869399428;11.5780445969;13.8036809816;13.2612966601,0
27,15.3327436889,7182;7192;7198;15063;15064;15069;15078;15083;22153;22167;22176;28046;33318;37391;49650;49663;49667;49672;55267;55269;55270;66112;66113;66116;66126;66132;66151;76687;76696;76697;76707;76713;87871;87885;87889,14.5474137931;20.67381317;11.1570247934;18.9873417722;17.4193548387;15.6069364162;31.6159250585;24.4565217391;9.71223021583;7.18849840256;6.71976107516;15.0501672241;9.82532751092;17.5097276265;7.70547945205;11.402027027;18.1940700809;12.6641651032;20.3007518797;13.2743362832;12.4423963134;18.1940700809;8.46925972396;17.0025188917;22.7272727273;13.6501516684;12.1293800539;15.5889145497;11.7903930131;13.9462809917;15.3234960272;17.5097276265;17.880794702;24.500907441;11.4795918367,0
28,14.4904410455,7210;7215;7216;7221;7222;7228;7229;15105;15118;15119;15120;28073;28077;33339;41555;49681;49694;49695;55277;55278;55279;55280;55284;55296;55299;66163;66164;66177;66184;66188;76718;76720;76723;76734;76735;76736;76737;76749;87890;87900;87910;87928,19.940915805;15.4639175258;18.1940700809;15.7342657343;11.354079058;15.4462242563;15.4994259472;13.0813953488;15.2198421646;5.97080937638;12.7478753541;14.9667405765;14.165792235;17.4418604651;18.5185185185;12.8571428571;16.5036674817;10.7057890563;16.8961201502;14.5945945946;14.0771637122;10.6888361045;17.0886075949;19.1218130312;12.2504537205;20.9953343701;7.9271873165;15.117581187;11.1111111111;13.1578947368;9.04825737265;9.963099631;18.1208053691;15.9010600707;16.206482593;16.8539325843;15.7159487776;12.5815470643;14.7379912664;17.4870466321;15.7159487776;9.42737430168,0
29,14.1509278322,15122;15126;22211;22222;28088;37412;37413;41557;49718;49722;49737;49738;49740;49744;55305;55312;55313;55318;55329;55330;66194;66199;66200;66210;66211;76757;76761;76764;76772;76773;76780;76790;87938;87939;87952;87959,12.5932835821;14.8514851485;4.29936305732;10.5716523101;12.9310344828;15.4639175258;11.811023622;18.9606741573;12.3853211009;12.0;13.0308880309;15.3758542141;17.8335535007;15.7710280374;16.2846803378;18.1451612903;11.240632806;14.1361256545;14.1955835962;15.3758542141;9.55414012739;17.1974522293;17.3969072165;17.9282868526;13.6226034309;19.4805194805;18.3423913043;19.7368421053;18.0240320427;13.5135135135;9.39457202505;13.8036809816;10.7313195548;9.60854092527;14.3008474576;9.5406360424,0
30,13.2884234859,7267;7270;7271;7273;7274;7281;15142;15149;15152;15153;15161;22238;22241;28105;28112;49757;49777;55342;55347;55351;55353;66214;66219;66222;66229;66233;76801;76806;76814;87965;87966;87975;87994;87999,16.3636363636;14.8188803513;19.2307692308;7.86713286713;8.11298076923;17.8571428571;9.18992511913;14.9171270718;11.728931364;16.0523186683;11.354079058;7.52508361204;5.67703952902;16.5238678091;12.9063097514;13.5542168675;18.0722891566;14.6103896104;8.63171355499;12.5231910946;11.9363395225;11.3827993255;9.81818181818;10.376633359;14.5788336933;12.6522961575;14.5631067961;17.7631578947;13.0057803468;15.6976744186;16.2846803378;13.6363636364;17.5097276265;15.0837988827,0
31,14.1600757471,15179;22251;22256;22261;33376;33379;37443;49780;49785;49789;49790;49791;49794;49803;49804;55364;55376;66241;66258;66262;76830;76831;76832;76834;76839;76850;88006;88017;88018,7.4421168688;16.443361754;15.8079625293;12.9434324065;15.7342657343;16.4634146341;14.1806722689;12.7962085308;9.963099631;15.4994259472;10.7057890563;10.7057890563;22.9591836735;13.3928571429;7.55033557047;11.8317265557;14.6262188516;15.0334075724;12.6999059266;16.206482593;18.8547486034;16.8961201502;10.4489164087;10.7913669065;12.6050420168;22.7655986509;14.3008474576;13.3928571429;17.6010430248,0
32,14.3959336607,7319;15191;15198;22270;22271;22277;28143;28145;28153;41589;41590;49819;49835;49841;49842;55393;55396;66263;66270;66274;76861;76875;76878;76879;76891;76892;88036;88037;88038;88046;88047,14.5005370569;13.4865134865;14.2555438226;10.8958837772;11.4309906859;21.8800648298;17.3745173745;6.64697193501;16.1483253589;15.8636897767;15.5889145497;10.1123595506;15.0334075724;15.5172413793;15.625;19.4244604317;19.1489361702;13.8888888889;17.2193877551;7.86255096098;15.4994259472;13.9462809917;11.9787045253;12.3739688359;12.8816793893;13.1322957198;14.9006622517;16.3834951456;11.1940298507;15.5350978136;16.5441176471,0
33,14.3791624472,7339;7342;15203;15208;15210;15213;15221;22283;22295;28164;28167;28168;33406;37457;41599;49851;49861;49863;55422;55435;55437;66291;66295;66300;66308;88061;88070,17.578125;15.2714932127;12.6050420168;13.4865134865;16.8119551681;8.82930019621;13.874614594;15.6794425087;14.0332640333;13.7895812053;16.265060241;16.1290322581;19.368723099;9.40766550523;17.0025188917;13.6501516684;17.7165354331;14.8188803513;8.24175824176;12.9186602871;12.3626373626;15.2714932127;18.2186234818;11.7903930131;16.4835164835;12.0535714286;14.5788336933,0
34,13.2046776659,7355;7361;15225;15227;15238;15240;22305;22316;28177;28181;33421;49871;49891;49892;55457;55458;55466;66319;76924;76926;76934;76935;76937;88084;88093;88098,9.80392156863;7.41350906096;17.4644243208;8.22669104205;12.0643431635;8.10810810811;13.6501516684;9.02406417112;17.2193877551;16.0905840286;18.5694635488;14.2255005269;18.3423913043;12.6168224299;12.5464684015;18.9873417722;12.8816793893;13.5;13.4194831014;7.64439411099;1.77142107335;27.2177419355;8.61518825782;12.6879699248;15.9763313609;15.2542372881,0
35,13.9267723876,7379;15242;15245;15256;22332;22343;28197;33431;37468;37472;37477;41611;49899;49914;49915;55481;66336;66344;76940;76961;76962;76966;88117,8.61518825782;13.18359375;14.1955835962;13.5406218656;12.1621621622;6.86324351805;11.7391304348;19.1218130312;18.9075630252;17.1755725191;14.0041493776;19.0677966102;12.9932627526;13.4328358209;12.9186602871;12.5698324022;12.118491921;14.4230769231;14.9336283186;15.7159487776;12.7840909091;13.4061569017;16.443361754,0
36,16.7064106017,7391;7392;15261;15273;15275;15279;15280;22348;28213;28218;33443;37492;41613;49924;49925;49930;49933;49945;49947;55513;55525;55526;66360;76975;76981;76982;76990;88155;88156;88160,15.9952606635;15.5709342561;14.8026315789;20.3007518797;17.6701570681;9.72622478386;11.0294117647;39.9408284024;18.1451612903;17.1102661597;14.4539614561;17.1102661597;13.9751552795;14.5788336933;16.5644171779;18.6721991701;19.7080291971;13.2352941176;16.4634146341;15.8823529412;17.1319796954;17.35218509;16.5238678091;10.7398568019;10.6299212598;11.5384615385;21.9155844156;14.4230769231;27.2177419355;12.7840909091,0
37,14.8364244365,7398;15296;15300;15305;22362;22367;22368;22373;22375;22379;33444;33453;33455;37497;49958;49972;49983;55535;55553;66380;66384;66390;77011;77018;88165;88168;88179;88182,39.5894428152;15.4285714286;14.2857142857;13.8603696099;16.3043478261;8.92857142857;16.5644171779;8.27713059473;15.8450704225;13.9896373057;11.5187713311;13.0940834142;14.5161290323;6.70307845084;13.5406218656;12.1841155235;18.0965147453;14.6103896104;14.7219193021;13.18359375;12.5;14.9006622517;15.237020316;17.5097276265;15.7159487776;14.1955835962;15.4285714286;14.6898803047,0
