time,velocity,informationId,partVelocity,week
0,6.87512294862,6887;6888;6889;6891;6892;14804;14806;21917;21918;27827;27828;37275;37276;41437;49399;49402;54998;55001;65810;65811;65813;76410;76413;87580;87583,4.12926391382;8.21428571429;3.28571428571;6.16621983914;5.88235294118;8.71212121212;13.2947976879;0.534759358289;0.646794150731;9.12698412698;3.26704545455;19.6581196581;0.36266162094;10.0;8.27338129496;3.39734121123;9.12698412698;0.634132892197;2.27048371175;4.85232067511;20.9090909091;16.9117647059;1.85483870968;7.3482428115;3.01837270341,0
1,7.51523214743,6894;6895;6896;6897;14811;27829;27830;27831;49406;65817;76416;76421;87586;87588;87589,5.28735632184;4.4061302682;1.26304228446;1.12579539892;11.6161616162;5.21541950113;0.660160734788;11.004784689;4.04217926186;5.69306930693;12.9213483146;16.9117647059;21.4953271028;5.26315789474;5.82278481013,0
2,4.63943916605,6900;6901;6903;6904;6905;21921;49410;55009;55010;65818;65820;76424,7.56578947368;6.84523809524;0.586585054833;2.9262086514;8.33333333333;6.26702997275;4.90405117271;0.409398362407;2.6558891455;1.166920345;6.21621621622;7.79661016949,0
3,6.86918970836,6906;6907;6908;21922;21923;33151;33153;41438;49411;55011;55013;76429,0.352490421456;0.370430020937;3.42771982116;13.8554216867;0.253527336861;3.9586919105;12.0418848168;14.465408805;0.621957815035;7.23270440252;12.7071823204;13.1428571429,0
4,13.3873429342,6910;21925;21926;37280;49413;55014;55018;65823;76432;87594;87595;87596,14.7435897436;22.5490196078;17.96875;11.1111111111;10.6481481481;12.7071823204;12.5;12.1052631579;21.6981132075;1.16455696203;12.5;10.9523809524,0
5,8.48421978126,6913;6914;14820;14823;27837;49416;65824;65825,4.44015444015;6.18279569892;3.18118948824;14.1104294479;10.1321585903;12.8491620112;8.61423220974;8.36363636364,0
6,7.58510443312,6916;6917;6918;6919;6921;6922;14824;14825;41439;49418;55021;55024;76435,7.98611111111;8.67924528302;8.55018587361;0.955546323224;0.574425574426;0.679869937925;3.49544072948;13.6904761905;11.5;4.18181818182;15.5405405405;5.73566084788;17.037037037,0
7,14.2048889258,6925;6926;14828;14831;14832;55029;65829;76437;76438;87598,10.2678571429;5.88235294118;20.9090909091;19.3277310924;12.5;7.71812080537;2.69953051643;11.6751269036;35.9375;15.1315789474,0
8,11.4033391154,6930;6932;6933;14833;14835;14836;27840;27841;27842;27843;33161;49422;49423;65830;76439,0.633434315616;8.0985915493;39.6551724138;3.75816993464;11.7346938776;8.24372759857;13.0681818182;12.1052631579;2.75449101796;14.8387096774;10.9523809524;5.46318289786;10.0877192982;22.1153846154;7.54098360656,0
9,4.05519262851,6934;6935;14840;27844;33164;49424;65838;76440,1.98275862069;3.91156462585;9.05511811024;1.4375;1.10843373494;0.371267150928;5.26315789474;9.31174089069,0
10,5.39302953508,6937;14842;14843;87608;87609,10.9523809524;1.01187857457;8.18505338078;2.85714285714;3.9586919105,0
11,7.05196374543,14846;65844;65847,0.508849557522;15.7534246575;4.89361702128,0
12,8.18391325809,6938;6939;49430;55037;55039;65851;76443;87615,7.74410774411;11.8556701031;10.3603603604;2.94871794872;1.01187857457;5.88235294118;11.5577889447;14.1104294479,0
13,9.35496504532,6941;6945;6946;6947;21942;27847;27850;33169;37284;37285;41444;41445;49440;65854;87623,14.9350649351;6.16621983914;4.34782608696;3.01837270341;11.5;4.65587044534;1.54882154882;10.8490566038;0.743134087237;13.8554216867;21.6981132075;14.9350649351;7.69230769231;9.91379310345;14.465408805,0
14,10.7148835317,21949;27851;37287;41446;41447;49444;55043;65855;65857;87625,17.8294573643;13.4502923977;1.83559457302;38.3333333333;0.918163672655;7.66666666667;12.7071823204;12.3655913978;0.93572009764;1.10683349374,0
15,8.93972694199,6955;6956;14854;41449;65867;76457;76458,13.8554216867;10.1321585903;8.21428571429;14.2857142857;1.02586975914;13.9393939394;1.1252446184,0
16,8.41091398383,6959;6962;6965;14858;14859;14861;21959;21963;27861;27862;27863;27864;27865;27866;27867;49458;55048;65874;76461,3.6858974359;17.8294573643;12.9943502825;3.88513513514;2.23084384093;0.77519379845;14.0243902439;14.7435897436;3.29512893983;2.57847533632;4.94623655914;11.5577889447;10.9523809524;5.56900726392;10.9523809524;4.44874274662;9.54356846473;12.5;13.2947976879,0
17,7.91600867736,6967;6969;6971;6972;14863;14869;14870;21967;27868;27874;27875;27876;27877;33183;41452;49465;49467;55051;55053;55054;55056;55058;55059;55061;65877;65878;65880;65884;87642;87643;87644;87648;87651;87652,13.6094674556;10.407239819;2.76774969916;0.222029153393;3.54938271605;0.760330578512;8.74524714829;3.48484848485;10.6976744186;1.28923766816;5.88235294118;15.3333333333;10.407239819;17.4242424242;9.70464135021;3.44827586207;6.72514619883;13.6904761905;6.51558073654;3.69774919614;5.05494505495;6.7055393586;10.7476635514;4.66531440162;9.62343096234;8.74524714829;17.6923076923;15.8620689655;12.9213483146;0.958333333333;0.958333333333;11.1650485437;10.407239819;5.2752293578,0
18,10.9485379629,6974;6979;14872;14876;14879;21974;27881;27882;33189;49471;49472;55063;55068;65889;76476;87654;87655;87660;87661;87662,6.99088145897;10.3603603604;1.03324348607;16.5467625899;11.9791666667;24.7311827957;15.2317880795;14.9350649351;21.6981132075;12.9213483146;9.5041322314;14.1104294479;6.74486803519;8.36363636364;2.67753201397;6.72514619883;14.6496815287;6.19946091644;0.646612313748;12.9213483146,0
19,8.9153708806,6989;6990;14880;14882;14885;14888;14889;21982;21983;27885;27888;27889;27891;33192;33193;33195;33199;37302;37305;37310;41459;41462;41463;49481;49482;49486;49487;55072;55078;55079;65901;65903;65905;65906;65909;76480;76484;76488;87668;87669;87672,3.59937402191;27.7108433735;16.3120567376;11.1111111111;0.277208629625;3.53846153846;13.9393939394;3.51681957187;5.65110565111;9.54356846473;10.502283105;2.81517747858;2.43128964059;7.21003134796;8.04195804196;3.21678321678;15.5405405405;1.6825164594;8.18505338078;6.9696969697;6.49717514124;8.51851851852;5.9585492228;0.368944497915;3.1377899045;1.0843941537;6.28415300546;17.2932330827;11.5577889447;9.95670995671;17.6923076923;4.94623655914;6.06860158311;3.54938271605;12.1052631579;1.00612423447;10.1769911504;17.6923076923;37.7049180328;14.2857142857;7.84982935154,0
20,9.44606827057,6991;6992;6995;14891;14895;14898;21988;21989;21991;21994;21996;22000;27896;27899;33202;33204;33205;33206;33210;33212;33216;37311;37312;37315;41469;49489;49490;49494;49500;55080;55090;55094;65918;65919;65924;65930;65932;65933;76490;76491;76493;76494;76495;76503;76504;87679;87686;87687;87688;87691;87692;87693,4.68431771894;0.426716141002;4.85232067511;7.93103448276;3.98613518198;10.7476635514;9.38775510204;3.4379671151;6.4606741573;15.1315789474;10.599078341;11.5;1.67272727273;5.89743589744;3.44311377246;14.9350649351;20.3539823009;8.94941634241;17.1641791045;5.5421686747;8.8122605364;8.30324909747;10.9523809524;9.38775510204;2.55839822024;13.1428571429;5.97402597403;1.68374816984;23.4693877551;9.01960784314;10.9523809524;15.1315789474;10.1769911504;9.4262295082;10.407239819;7.59075907591;6.59025787966;6.05263157895;13.3720930233;9.23694779116;8.42490842491;5.13392857143;6.26702997275;11.004784689;13.6094674556;11.6161616162;12.7071823204;1.57103825137;1.28563443264;11.1111111111;9.46502057613;39.6551724138,0
21,9.95394851575,7000;7003;7004;7005;7006;7013;7014;7019;14905;14909;14913;14914;14917;14922;22009;22010;22011;22013;22017;22019;27909;27911;27913;27917;33223;33225;33227;33228;37320;37326;37330;37331;41472;41475;41477;41478;49506;49514;49516;49517;49518;49519;49521;49522;55096;55098;55099;55104;55105;55108;55109;55117;55118;55121;65935;65936;65941;65943;76505;76514;76515;76518;76521;76525;76527;76529;76530;87695;87700;87704;87708;87711;87715,14.1104294479;14.9350649351;2.37113402062;9.12698412698;7.23270440252;12.1052631579;3.668261563;7.87671232877;3.52220520674;8.61423220974;8.24372759857;7.93103448276;19.0082644628;2.45726495726;14.5569620253;15.2317880795;5.46318289786;14.465408805;33.3333333333;0.26741076619;8.7786259542;17.6923076923;9.12698412698;4.12186379928;9.46502057613;7.98611111111;17.037037037;10.4545454545;13.2947976879;0.427112349118;21.9047619048;6.26702997275;4.92505353319;2.89308176101;12.9943502825;6.9696969697;10.2222222222;11.8556701031;9.91379310345;0.344982750862;8.48708487085;7.32484076433;8.84615384615;14.9350649351;12.0418848168;9.91379310345;13.5294117647;14.1104294479;10.1321585903;8.88030888031;5.94315245478;11.7948717949;9.09090909091;15.6462585034;7.1875;6.92771084337;8.0985915493;5.62347188264;8.8122605364;6.57142857143;13.0681818182;7.27848101266;15.9722222222;15.6462585034;11.9170984456;13.5294117647;4.12186379928;9.46502057613;18.5483870968;15.0326797386;6.44257703081;4.37262357414;6.14973262032,0
