time,velocity,informationId,partVelocity,week
0,11.3598926259,14804;14806;49399;76410;87583,10.5793450882;13.44;8.28402366864;12.4444444444;12.0516499283,0
1,12.5171565408,6894;14811;27831;65817;76416;76421,12.4076809453;13.7479541735;15.0268336315;4.88088320744;13.3971291866;15.6424581006,0
2,8.88702736828,21921;65818;65820,6.27802690583;10.783055199;9.6,0
3,10.8219103756,33153;41438;55013;76429,12.0689655172;14.5580589255;6.31578947368;10.3448275862,0
4,12.6952449207,49413;55018;76432;87595,11.8476727786;10.7969151671;17.2131147541;10.9232769831,0
5,13.8147506361,14823;49416;65824,14.762741652;16.6336633663;10.04784689,0
6,9.81056594151,6919;41439;76435,6.70391061453;9.82456140351;12.9032258065,0
7,14.0099313128,14828;14832;76437;87598,20.8955223881;10.4089219331;11.4441416894;13.2911392405,0
8,14.9289808094,27841;27843;49423;65830,12.1212121212;15.3005464481;10.071942446;22.2222222222,0
9,12.1173840867,33164;76440,16.40625;7.82851817335,0
10,12.2393984828,6937;14842;49427,13.2075471698;12.2807017544;11.2299465241,0
12,11.7159708102,6939;55039,11.3975576662;12.0343839542,0
13,12.791199273,6941;21942;27850;33169;37285;49440;87623,16.122840691;12.5373134328;9.92907801418;13.44;16.2790697674;11.170212766;10.0598802395,0
14,15.4855490153,21949;27851;55043;87625,17.7589852008;11.7154811715;19.1343963554;13.3333333333,0
15,14.444891515,6955;14854;41449;76457,18.1034482759;12.2627737226;12.6506024096;14.762741652,0
16,11.967111125,6962;27861;49458,19.7647058824;14.4827586207;1.65386887183,0
17,11.9918850646,6967;6969;14863;27868;27876;41452;49467;55050;55051;55052;55053;55058;65878;65883;65884;87651;87652,12.962962963;12.5748502994;9.96441281139;16.6007905138;15.5555555556;11.0671936759;10.7969151671;13.104524181;2.17166494312;17.2484599589;21.2658227848;13.2075471698;7.31070496084;8.15533980583;17.4273858921;8.53658536585;5.91133004926,0
18,12.3031058014,6979;14872;14876;21974;27881;49471;49472;55063;55068;76476;87655,11.8980169972;8.87011615628;17.2839506173;24.7787610619;13.1661442006;14.1652613828;10.9517601043;14.5328719723;10.9375;6.75784392599;1.99193739625,0
19,13.6423387347,14880;14889;27891;33199;41459;41463;49486;55072;55078;55079;65901;65903;65906;65909;76480;76488;87669,15.7009345794;13.9534883721;14.711033275;15.5844155844;12.5186289121;15.4128440367;10.9232769831;18.2212581345;13.3757961783;13.3757961783;17.5;10.2815177479;9.47012401353;8.1316553727;9.84759671747;17.7215189873;15.1898734177,0
20,10.2318946453,6995;14891;14895;14898;21991;21994;21996;22000;27896;27899;33206;33210;33216;37312;41469;49489;49490;49500;55080;55090;55094;65918;65919;65932;65933;76490;76493;76495;76503;76504;87679;87686;87687;87688;87691;87692,8.58895705521;4.53808752026;15.1898734177;10.7554417414;2.13414634146;15.4981549815;11.0817941953;13.2492113565;7.34908136483;7.75623268698;8.93617021277;1.29429892142;9.71098265896;8.30039525692;9.50226244344;12.8440366972;9.39597315436;12.8637059724;17.1079429735;13.0030959752;8.94568690096;10.1818181818;5.81314878893;6.41711229947;12.5748502994;12.962962963;7.58122743682;7.63636363636;6.51667959659;13.5922330097;13.2701421801;10.9660574413;12.4444444444;17.2484599589;14.0939597315;9.00321543408,0
21,11.6161218237,7000;7019;14917;22009;22013;27917;33225;37320;41472;41477;41478;49506;49514;49518;49519;49521;55096;55099;55104;55105;55108;55109;55117;55121;65935;76505;76514;76515;76518;76521;76525;76527;76529;87695;87700;87711,14.0939597315;11.0526315789;19.0476190476;14.5833333333;14.5328719723;8.62422997947;5.54821664465;11.7154811715;1.78192617734;10.9517601043;6.96517412935;11.797752809;4.4327176781;7.5;10.9517601043;8.52791878173;17.4636174636;17.2131147541;11.4911080711;11.6828929068;11.7647058824;12.6315789474;11.7812061711;15.6424581006;9.95260663507;8.81427072403;9.39597315436;13.6585365854;8.14742967992;14.3344709898;15.2727272727;11.9318181818;14.4827586207;13.104524181;18.5022026432;8.80503144654,0
22,11.7317602508,7025;7032;7038;14942;22026;27928;27932;41484;41485;41489;41490;49531;55122;55125;55126;55128;55130;55138;55139;65959;76555;76558;87732,29.8932384342;5.32656943564;9.40649496081;4.71116096467;12.3167155425;12.5748502994;14.3100511073;14.6853146853;17.3913043478;15.3005464481;9.51302378256;3.4215885947;15.1351351351;16.091954023;11.4597544338;12.4629080119;13.023255814;9.36454849498;10.8667529107;9.54545454545;7.55395683453;8.97435897436;6.50154798762,0
