time,velocity,informationId,partVelocity,week
0,11.607450545,37273;37274;49400;49401;49404;54997;55000;55002;55003;55004;55005;65806;65807;65808;65809;65814;65815;76411;76412;87579;87581;87582,10.9756097561;9.18367346939;15.5172413793;12.3287671233;9.78260869565;15.5172413793;19.1489361702;3.10344827586;3.73443983402;6.33802816901;2.29007633588;11.8421052632;13.4328358209;11.5384615385;11.6883116883;16.6666666667;16.9811320755;14.0625;18.3673469388;8.03571428571;12.3287671233;12.5,0
1,12.857758646,14809;14810;27832;27833;33149;37278;55008;76415;76418;87585;87590,12.676056338;8.82352941176;12.676056338;8.18181818182;9.57446808511;14.2857142857;12.8571428571;12.5;17.6470588235;18.3673469388;13.8461538462,0
2,10.753951673,6902;14812;14813;14815;27834;87591;87592,10.4651162791;10.7142857143;15.7894736842;12.1621621622;12.1621621622;3.39622641509;10.5882352941,0
3,10.7450076805,27835;55012;76425;76427;76428,8.33333333333;10.0;15.0;9.67741935484;10.7142857143,0
4,16.0002370529,14817;33155;55015;65822;76430;76431,14.5161290323;9.57446808511;18.0;22.5;13.0434782609;18.3673469388,0
5,15.1814553661,6912;14819;14821;14822;33157;33158;55020,19.1489361702;13.0434782609;10.2272727273;17.6470588235;15.7894736842;16.9811320755;13.4328358209,0
6,11.5186421329,14826;41440;49419;55025;76436,9.09090909091;15.5172413793;12.1621621622;13.8461538462;6.97674418605,0
7,10.8389391546,6923;6924;14829;14830;21930;27838;49420,4.71204188482;16.0714285714;12.676056338;12.676056338;11.5384615385;9.375;8.82352941176,0
8,13.4328358209,55032,13.4328358209,0
9,16.8982850384,65833;65837,10.1123595506;23.6842105263,0
10,12.4192453522,33166;65841;87604;87606,14.0625;14.2857142857;9.0;12.3287671233,0
11,10.0877192982,65843;65845;76442,14.2857142857;10.7142857143;5.26315789474,0
12,14.155091039,6940;33168;49431;65848;65849;87612,17.3076923077;11.8421052632;12.8571428571;13.2352941176;18.0;11.6883116883,0
13,14.1096983992,6943;27849;49433;49438;49439;65853;76447;87620;87621,15.7894736842;10.1123595506;15.0;11.3924050633;16.6666666667;16.6666666667;10.5882352941;15.2542372881;15.5172413793,0
14,12.0724372391,6948;6951;14850;14851;21944;21945;21948;27854;27855;33171;65858;76448;76449,16.3636363636;13.4328358209;8.82352941176;15.7894736842;19.1489361702;2.02702702703;16.0714285714;12.8571428571;14.7540983607;9.57446808511;7.2;6.3829787234;14.5161290323,0
15,12.3593150894,14855;14856;21951;27857;41448;49455;55046;65859;65860;65861;87628;87629,11.25;9.18367346939;15.2542372881;12.5;11.8421052632;8.91089108911;12.5;18.0;13.6363636364;11.8421052632;11.3924050633;12.0,0
16,11.464129076,6960;6963;21962;21964;49459;55047;65868;76459;76462;76464;76465;87640;87641,12.0;11.3924050633;14.5161290323;12.5;9.375;11.8421052632;17.3076923077;12.676056338;9.0;9.375;7.82608695652;13.8461538462;7.37704918033,0
17,12.4238191609,6966;14866;21965;27869;27870;27872;33178;33180;33184;49463;49466;49468;55057;65882;76472;76473;87645,12.3287671233;10.843373494;12.3287671233;11.6883116883;11.3924050633;10.2272727273;16.3636363636;12.676056338;15.7894736842;6.81818181818;13.4328358209;13.8461538462;12.1621621622;14.5161290323;12.1621621622;9.375;15.2542372881,0
18,12.538872801,6977;14871;14875;21975;21976;27879;27880;27883;41455;49473;55062;55067;55070;65885;65887;65893;65894;65895;65896;76478;87656;87657;87664,21.4285714286;12.1621621622;13.8461538462;8.41121495327;5.8064516129;13.4328358209;15.0;8.49056603774;14.5161290323;9.78260869565;14.0625;12.676056338;14.7540983607;30.0;10.3448275862;7.37704918033;7.37704918033;7.08661417323;9.27835051546;10.3448275862;14.2857142857;12.676056338;15.2542372881,0
19,10.5282170766,14883;21977;21979;21980;27887;27892;33194;33197;37303;37308;49474;49479;49480;49483;49484;49485;55073;55075;55077;65900;65904;65908;76483;87671,10.3448275862;6.56934306569;10.9756097561;12.1621621622;9.78260869565;7.82608695652;11.5384615385;8.73786407767;15.5172413793;11.3924050633;10.5882352941;11.8421052632;11.5384615385;10.4651162791;11.3924050633;10.5882352941;10.5882352941;16.9811320755;9.78260869565;9.47368421053;6.97674418605;11.25;8.18181818182;8.18181818182,0
20,11.2232748838,6994;14896;21984;21987;21997;27893;27895;27897;27901;27906;27907;33203;33207;33208;33209;33214;41470;49488;49491;49497;55085;55086;55087;55088;55089;55091;55092;65911;65923;65927;76496;76497;76499;87677;87678;87680;87681;87682;87684;87689,6.29370629371;8.41121495327;9.27835051546;10.843373494;10.4651162791;11.5384615385;9.0;9.47368421053;10.5882352941;7.62711864407;9.78260869565;6.81818181818;5.69620253165;8.73786407767;10.2272727273;14.7540983607;36.0;11.3924050633;16.0714285714;9.09090909091;10.0;9.47368421053;8.65384615385;9.78260869565;10.0;10.0;12.0;8.82352941176;10.5882352941;11.3924050633;11.5384615385;15.2542372881;27.2727272727;9.375;9.0;9.375;10.1123595506;11.1111111111;14.5161290323;8.57142857143,0
21,10.083040201,6999;7018;7020;14902;14907;14919;14921;22006;22008;27908;27914;27915;27916;27918;33218;33219;37316;37323;37327;41471;41474;41476;41481;49504;49508;49510;49512;55103;55110;55112;55114;55119;55120;65934;65940;76507;76510;76511;76512;76523;76531;76534;87696;87697;87699;87703;87705;87706;87709;87712;87716,10.843373494;17.6470588235;3.42205323194;10.2272727273;5.88235294118;9.78260869565;9.18367346939;8.65384615385;11.25;7.75862068966;10.843373494;9.78260869565;10.2272727273;6.87022900763;8.82352941176;10.843373494;12.5;19.1489361702;13.6363636364;4.20560747664;11.25;18.3673469388;14.5161290323;7.62711864407;12.3287671233;16.0714285714;8.82352941176;10.5882352941;5.1724137931;10.843373494;9.57446808511;7.82608695652;8.03571428571;11.8421052632;4.91803278689;12.5;14.7540983607;11.8421052632;9.47368421053;7.69230769231;12.3287671233;10.0;6.71641791045;7.2;12.0;7.96460176991;10.7142857143;11.3924050633;10.7142857143;3.10344827586;6.52173913043,0
22,9.88490245102,7027;7028;14928;14935;14936;14937;14940;22025;22030;22031;22033;22038;27920;27921;27922;27924;33229;33231;33234;37332;37335;37338;37340;37342;41486;41488;49523;49527;49529;49530;49532;49533;55124;55132;55137;65954;65955;65957;65958;65963;65970;76543;76544;76545;87721;87725;87727;87729;87730;87731,7.96460176991;9.09090909091;21.9512195122;9.375;5.45454545455;10.0;11.5384615385;9.375;9.375;7.37704918033;8.33333333333;8.73786407767;10.7142857143;9.375;29.0322580645;9.57446808511;12.676056338;6.20689655172;7.96460176991;7.37704918033;6.61764705882;4.39024390244;14.5161290323;5.8064516129;9.78260869565;14.7540983607;9.78260869565;7.82608695652;7.2;8.33333333333;11.5384615385;9.89010989011;14.0625;10.5882352941;9.47368421053;5.20231213873;5.5900621118;7.2;9.18367346939;4.71204188482;5.88235294118;10.843373494;5.69620253165;10.5882352941;5.8064516129;6.20689655172;34.6153846154;8.57142857143;9.09090909091;9.0,0
23,8.96314083503,7051;7052;7058;7065;7069;7071;14957;14960;14963;14965;14967;14977;14980;14982;14984;22051;22063;22064;22069;27939;27944;27947;33241;33245;33247;37345;41494;41497;49539;49543;55147;65975;65986;65989;65990;65994;65998;76567;76572;76574;76590;87746;87748;87749;87753;87757;87762,8.18181818182;13.4328358209;4.18604651163;10.3448275862;6.97674418605;11.25;10.3448275862;6.3829787234;5.38922155689;8.33333333333;4.05405405405;12.1621621622;10.2272727273;10.2272727273;8.57142857143;12.1621621622;9.89010989011;8.65384615385;7.37704918033;10.3448275862;8.41121495327;11.6883116883;7.75862068966;11.8421052632;10.9756097561;8.03571428571;15.5172413793;12.1621621622;9.67741935484;7.37704918033;7.2;4.89130434783;8.41121495327;4.5;10.843373494;12.676056338;8.18181818182;11.25;6.3829787234;7.5;10.5882352941;8.03571428571;4.18604651163;7.14285714286;10.5882352941;9.57446808511;7.37704918033,0
