time,velocity,informationId,partVelocity,week
0,9.18164585249,14804;14806;49399;76410;87583,7.8125;11.6279069767;8.28729281768;7.38916256158;10.7913669065,0
1,13.9634336449,6894;14811;27831;65817;76416;76421,6.78733031674;13.7614678899;14.1509433962;18.2926829268;17.8571428571;12.9310344828,0
2,6.50427225865,21921;65818;65820,6.27615062762;6.88073394495;6.35593220339,0
3,8.03134073715,33153;41438;55013;76429,12.0967741935;8.57142857143;6.3025210084;5.15463917526,0
4,10.6275597113,49413;55018;76432;87595,6.3025210084;12.3966942149;12.0;11.811023622,0
5,8.76355387702,14823;49416;65824,11.811023622;6.78733031674;7.69230769231,0
6,20.5752325593,6919;41439;76435,5.39568345324;15.7894736842;40.5405405405,0
7,12.6097383184,14828;14832;76437;87598,20.8333333333;8.62068965517;8.37988826816;12.6050420168,0
8,15.1523635267,27841;27843;49423;65830,16.4835164835;12.0;10.067114094;22.0588235294,0
9,14.3250792692,33164;76440,20.2702702703;8.37988826816,0
10,11.6253329462,6937;14842;49427,9.49367088608;14.0186915888;11.3636363636,0
12,4.16034155598,6939;55039,7.35294117647;0.967741935484,0
13,8.77595847687,6941;21942;27850;33169;37285;49440;87623,11.6279069767;7.8125;7.46268656716;13.3928571429;0.931677018634;10.2040816327;10.0,0
14,13.198006503,21949;27851;55043;87625,17.8571428571;9.375;19.2307692308;6.32911392405,0
15,9.44605128989,6955;14854;41449;76457,9.20245398773;8.82352941176;10.2040816327;9.55414012739,0
16,19.8121852422,6962;27861;49458,13.7614678899;10.7913669065;34.8837209302,0
17,12.6630434719,6967;6969;14863;27868;27876;41452;49467;55050;55051;55052;55053;55058;65878;65883;65884;87651;87652,11.811023622;10.8695652174;9.25925925926;12.8205128205;11.1940298507;9.43396226415;8.92857142857;9.80392156863;17.4418604651;14.0186915888;21.1267605634;10.4166666667;7.46268656716;7.97872340426;35.7142857143;7.73195876289;9.25925925926,0
18,12.5864847353,6979;14872;14876;21974;27881;49471;49472;55063;55068;76476;87655,11.9047619048;8.52272727273;16.3043478261;25.0;19.4805194805;6.49350649351;10.6382978723;9.375;10.9489051095;8.06451612903;11.71875,0
19,11.2120910204,14880;14889;27891;33199;41459;41463;49486;55072;55078;55079;65901;65903;65906;65909;76480;76488;87669,2.52951096121;14.0186915888;14.4230769231;15.625;25.0;7.38916256158;12.6050420168;11.811023622;13.3928571429;8.62068965517;10.4895104895;0.848416289593;9.375;8.82352941176;7.73195876289;14.2857142857;13.6363636364,0
