time,velocity,informationId,partVelocity,week
0,11.0037183167,6889;14806;21918;49399;54998;65810;76410,13.0966952264;10.1614434948;9.58781362007;11.9286510591;10.9743589744;9.77168949772;11.5053763441,0
1,12.0655364236,6894;14811;49406;65817;76421;87586,13.4085213033;6.83706070288;11.9820828667;15.1343705799;15.9940209268;9.03716216216,0
2,13.2403467204,55010;65820;76424,14.9232914923;13.3416458853;11.4561027837,0
3,10.44921875,41438,10.44921875,0
4,12.1393259334,21925;49413;55017;76432,14.8404993065;7.59943181818;9.60502692998;16.512345679,0
5,8.58059342422,65824,8.58059342422,0
6,14.917915297,55024;76435,16.8503937008;12.9854368932,0
7,12.4347439809,14828;55029;87598,15.2421652422;11.0651499483;10.9969167523,0
8,4.43247721624,49423,4.43247721624,0
9,12.3155959017,6934;6935;33164;49424;65838,9.35314685315;10.6361829026;19.5255474453;9.01432181971;13.0487804878,0
10,10.991394801,14842;49427,13.5443037975;8.43848580442,0
12,7.01179554391,6939,7.01179554391,0
13,13.7970338713,49440;65854;87623,15.0070126227;10.6256206554;15.7584683358,0
14,16.8238993711,87625,16.8238993711,0
15,3.7114117239,76458,3.7114117239,0
16,11.097369002,6962;27862,14.738292011;7.45644599303,0
17,11.0230262891,6972;14863;14870;27876;41452;49467;55051;55052;55053;55056;65877;65883,12.6627218935;2.97718419588;14.1534391534;13.0487804878;11.0651499483;14.3817204301;12.2565864834;13.5443037975;8.89443059019;15.5297532656;11.7711771177;1.99106810569,0
18,12.4554086456,14876;14879;21974;55068;55069;87655,7.26408689749;8.28814872192;24.8259860789;18.5441941075;13.0170316302;2.79300443748,0
19,11.5162170716,14885;14889;27888;33199;37305;41459;41463;49481;49486;49487;55072;55078;55079;65901;65907;76488,12.6627218935;13.9686684073;8.72756933116;15.5749636099;8.60128617363;9.64833183048;13.9322916667;7.19086021505;14.5578231293;10.8961303462;17.3139158576;8.11836115326;12.0359955006;13.5959339263;5.37148594378;12.0631341601,0
20,10.0555908735,21994;21996;33210;49494;55080;55090;65933;76504;87679;87686;87691,10.7321965898;9.75387420237;6.47699757869;15.1558073654;1.45025752236;14.3431635389;11.9820828667;9.44395410415;8.69212022746;12.0495495495;10.531496063,0
21,10.1883449252,7000;7013;7019;22009;22011;22013;27911;37326;37331;41472;41478;49506;49514;49521;49522;55099;55104;55108;55109;55117;55121;65935;76514;76515;76521,9.75387420237;13.6305732484;7.88504053058;12.5882352941;6.40335128665;9.02192242833;7.0580474934;9.32055749129;7.48251748252;7.78181818182;14.1347424042;12.0089786756;9.78062157221;7.96723752792;16.2613981763;11.1924686192;13.0647130647;9.89824236818;6.38805970149;10.4186952288;10.9969167523;8.58059342422;8.32037325039;11.8625277162;12.9071170084,0
22,11.9493781171,7025;7030;14925;22020;22026;41484;41489;41490;49534;49535;55125;55126;55138;55139;65952;65953;76536;76555;87732,8.00299177263;10.1229895932;4.01199850019;9.07548770144;12.3271889401;8.56685348279;11.2394957983;10.531496063;10.6256206554;10.469667319;17.230273752;14.0604467806;11.9553072626;3.16755476613;23.1101511879;20.5769230769;23.1601731602;10.1325757576;8.67098865478,0
23,11.8092219079,7059;7063;7075;7078;14954;14958;14978;22058;22066;37346;41496;41501;49540;55151;55152;65976;65977;65980;65993;65995;65997;76594;87739;87740;87756,14.5975443383;14.5183175034;11.7067833698;10.0753295669;5.97098214286;17.0653907496;10.6893106893;5.09523809524;8.98404701931;11.555075594;15.7584683358;10.1229895932;8.99159663866;15.0704225352;11.9021134594;12.3842592593;11.8756936737;13.476070529;14.0419947507;12.4274099884;14.2666666667;10.103871577;11.5426105717;11.8625277162;11.1458333333,0
24,12.0139364066,7096;14996;15002;22071;22074;22076;27949;33254;37361;41508;49548;49564;55180;66020;66025;76598;76609;87770;87771;87772;87776,12.0089786756;9.96275605214;11.0082304527;21.9262295082;15.6661786237;7.4877536739;17.5122749591;10.775427996;12.1315192744;20.7766990291;9.12190963342;12.1867881549;11.0651499483;11.9021134594;12.514619883;8.60128617363;13.4253450439;8.63599677159;10.6256206554;11.1226611227;3.83512544803,0
25,9.58848962999,7131;15017;15022;15026;15030;15034;22095;22117;37372;37381;41516;49580;49589;49605;55183;55200;55201;66050;66051;76634;76635;76637;76651,11.6430903156;9.59641255605;11.0995850622;6.89877498388;16.2861491629;9.01432181971;11.2869198312;10.0848256362;7.51932536894;10.2983638114;8.81383855025;10.2490421456;5.2528227786;9.73612374886;9.16880891174;5.65838180857;10.7971745711;11.4930182599;13.4422110553;9.99066293184;5.33399800598;9.78062157221;7.09078860172,0
26,11.5660125551,7140;7142;7173;15040;15047;15049;15055;22134;22135;22136;22139;22147;22149;28000;33310;41527;41531;41536;49639;49643;55213;55221;55236;66074;66075;66077;76671;87821;87822;87826;87831;87832;87842;87850,11.9286510591;13.6479591837;11.8756936737;14.3048128342;8.1679389313;11.1458333333;10.2588686481;9.79853479853;7.78181818182;11.2041884817;8.24345146379;6.42642642643;12.2425629291;13.6828644501;13.4930643127;12.2706422018;13.5443037975;13.3583021223;14.7994467497;11.7453347969;10.1614434948;12.4418604651;13.0328867235;9.92578849722;10.6893106893;20.380952381;8.99915895711;6.60901791229;11.8888888889;13.0966952264;10.6893106893;12.4274099884;12.172923777;10.8080808081,0
27,12.087810715,7182;7192;7198;15063;15064;15069;15078;15083;22153;22167;22176;28046;33318;37391;49650;49663;49667;49672;55267;55269;55270;66112;66113;66116;66126;66132;66151;76687;76696;76697;76707;76713;87871;87885;87889,14.1909814324;20.6963249516;11.157455683;18.6411149826;14.1534391534;11.5053763441;31.6568047337;24.4851258581;9.59641255605;5.62861651762;6.7168863779;13.258983891;9.82552800735;3.12591294186;7.7033837293;7.61024182077;16.3859111792;8.71335504886;16.2613981763;7.42539902845;11.3708820404;1.89581856839;12.1452894438;8.73469387755;10.9406952965;13.3250311333;12.1315192744;10.4085603113;9.82552800735;11.8756936737;8.39874411303;12.3414071511;13.2919254658;24.4851258581;3.1638083974,0
28,11.7835356034,7210;7215;7216;7221;7222;7228;7229;15105;15118;15119;15120;28073;28077;33339;41555;49681;49694;49695;49704;55277;55278;55279;55280;55284;55296;55299;66163;66164;66177;66184;66188;76718;76720;76723;76734;76735;76736;76737;76749;87890;87900;87910;87928,19.9626865672;10.0;12.6477541371;12.4418604651;14.0052356021;14.4594594595;11.6178067318;6.09339407745;11.3467656416;13.144963145;12.1315192744;12.9696969697;13.0170316302;13.5959339263;7.45644599303;8.28814872192;12.7532777116;11.8756936737;8.44514601421;13.0328867235;8.68506493506;14.6776406036;11.6178067318;12.2847301952;13.0647130647;12.5734430082;13.7886597938;7.92592592593;13.2754342432;13.1935881628;13.2098765432;11.7711771177;6.3052445492;14.5776566757;6.69168230144;16.2121212121;12.3842592593;10.667996012;9.53654188948;9.25605536332;12.4708624709;12.6627218935;10.5731225296,0
29,11.1353515538,15122;15126;22211;22222;28088;37412;37413;41557;49718;49722;49737;49738;49740;49744;55305;55312;55313;55318;55329;55330;66194;66199;66200;66210;66211;76757;76761;76764;76772;76773;76780;76790;87938;87939;87952;87959,12.5882352941;14.8611111111;4.298915227;10.5731225296;12.922705314;8.02700675169;18.3219178082;15.7817109145;12.0903954802;11.9955156951;10.1134215501;11.2277019937;2.32608695652;13.3583021223;10.7971745711;11.3951011715;11.9021134594;10.0753295669;11.5926327194;16.0419790105;10.3782735209;12.2565864834;12.0224719101;14.1534391534;10.6361829026;13.9322916667;3.46727154893;11.3227513228;12.1452894438;11.0880829016;11.4930182599;12.0631341601;5.29440870856;9.78062157221;10.2001906578;10.3481624758,0
30,10.1331215783,7267;7270;7271;7273;7274;7281;15142;15149;15152;15153;15161;22238;22241;28105;28112;49757;49777;55342;55347;55351;55353;66214;66219;66222;66229;66233;76801;76806;76814;87965;87966;87975;87994;87999,16.3608562691;10.6150793651;15.9701492537;7.86764705882;8.11220621683;13.5443037975;2.79738562092;12.5439624853;4.46764091858;11.3829787234;11.3467656416;7.52461322082;5.67639257294;13.1935881628;7.42539902845;9.35314685315;9.81651376147;3.90938984289;6.80228862047;12.6477541371;13.0966952264;10.4085603113;10.8739837398;10.2099236641;11.0880829016;5.42596348884;12.2706422018;12.3699421965;10.2490421456;12.2706422018;14.1909814324;10.4390243902;9.47741364039;10.7971745711,0
31,11.2677534817,15179;22251;22256;22261;33376;33379;37443;49780;49785;49789;49790;49791;49794;49795;49803;49804;55364;55376;66241;66258;66262;76830;76831;76832;76834;76839;76850;88006;88017;88018,7.44089012517;19.5612431444;11.0195674562;12.938331318;15.7352941176;14.9859943978;11.693989071;10.0848256362;7.29379686435;12.1315192744;10.1325757576;10.1325757576;6.44578313253;15.0280898876;13.3917396746;9.68325791855;10.469667319;12.514619883;13.476070529;12.4418604651;13.476070529;13.9141742523;11.7582417582;5.78065910319;9.38596491228;9.24805531547;11.6812227074;8.83567299752;9.17667238422;8.17417876241,0
32,11.9872333959,7319;15191;15198;22270;22271;22277;28143;28145;28153;41589;41590;49819;49835;49841;49842;55393;55396;66263;66270;66274;76861;76875;76878;76879;76891;76892;88036;88037;88038;88046;88047,14.4986449864;16.744913928;14.2666666667;10.8961303462;11.4316239316;10.2983638114;17.3701298701;7.11436170213;10.5211406096;10.5835806133;10.6256206554;10.1134215501;15.3956834532;11.4438502674;12.0089786756;10.8409321175;16.4615384615;13.8961038961;12.2006841505;7.8618662748;11.7067833698;9.76277372263;11.9686800895;12.3842592593;12.0903954802;12.9696969697;11.6812227074;10.44921875;4.96289424861;16.7974882261;12.2565864834,0
33,11.2975584184,7339;7342;15203;15208;15210;15213;15221;22283;22295;28164;28167;28168;33406;37457;41599;49851;49861;49863;55422;55435;55437;66291;66295;66300;66308;88061;88070,10.9743589744;12.2706422018;12.6030624264;16.1144578313;13.1935881628;8.82838283828;2.15032154341;8.94648829431;14.6174863388;11.0423116615;15.9701492537;13.6653895275;15.7352941176;13.0806845966;10.9518935517;10.6786427146;14.0235910878;10.44921875;8.23710546574;11.4561027837;10.5626850938;2.42136229916;11.1111111111;12.3271889401;12.8760529483;8.85761589404;11.8888888889,0
34,11.2283887184,7355;7361;15225;15227;15238;15240;22305;22316;28177;28181;33421;49871;49891;49892;55457;55458;55466;66319;76924;76926;76934;76935;76937;88084;88093;88098,9.79853479853;7.40997229917;25.4156769596;8.22444273636;13.4422110553;8.11220621683;7.97317436662;9.04480135249;10.0469483568;15.3075822604;16.9303797468;14.6374829001;10.3182256509;13.0647130647;7.59403832505;13.1773399015;9.99066293184;7.8216374269;9.51111111111;10.0943396226;7.61024182077;11.3588110403;6.1282932417;15.2857142857;11.3829787234;12.2565864834,0
35,11.8904176534,7379;15242;15245;15256;22332;22343;28197;33431;37468;37472;37477;41611;49899;49914;49915;55481;66336;66344;76940;76961;76962;76966;88117,8.61513687601;11.4561027837;13.9141742523;13.5443037975;11.9820828667;6.86337395767;11.6304347826;17.2025723473;12.172923777;10.6893106893;11.1691022965;13.7179487179;12.5292740047;10.1518026565;11.8888888889;9.84360625575;12.1177802945;11.6430903156;11.0082304527;11.5800865801;12.7837514934;11.4683815648;15.5072463768,0
36,12.248336172,7391;7392;15261;15273;15275;15279;15280;22348;28213;28218;33443;37492;41613;41620;49924;49925;49930;49933;49945;49947;55513;55525;55526;66360;76975;76981;76982;76990;88155;88156;88160,8.80658436214;12.1315192744;16.3608562691;9.43562610229;9.43562610229;9.71843778383;8.34633385335;39.9253731343;21.062992126;11.9820828667;14.4594594595;12.5734430082;10.0658513641;10.9072375127;11.6178067318;7.03947368421;15.5976676385;12.9071170084;3.9294895336;11.1226611227;15.2857142857;12.922705314;15.7817109145;16.1875945537;6.20649651972;10.7321965898;10.2099236641;13.1773399015;10.2294455067;1.96042506413;9.57923008057,0
37,12.4353544151,7398;15296;15300;15305;22362;22367;22368;22373;22375;22379;33444;33453;33455;37497;49958;49972;49983;55535;55553;66380;66384;66390;77011;77018;88165;88168;88179;88182,39.6296296296;9.06011854361;11.1924686192;10.5522682446;11.5177610334;8.93155258765;10.4799216454;8.27532869296;15.8518518519;11.310782241;11.1807732497;12.2847301952;13.3250311333;6.70426065163;9.43562610229;12.0767494357;12.6627218935;11.8756936737;9.36132983377;11.4561027837;12.1590909091;10.4594330401;11.5800865801;14.5975443383;8.77768662838;14.1160949868;14.6374829001;14.6978021978,0
38,10.5802703136,7414;7422;15310;15319;22388;22393;28231;28240;33466;37502;37503;37508;41629;41630;41641;49988;50000;50004;55561;55565;55571;55575;55579;66412;66427;66433;66438;77033;77051;77052;77060;88198;88209;88210;88217,10.8409321175;10.7321965898;10.8739837398;11.2394957983;27.5773195876;10.1807802093;8.5326953748;8.57371794872;11.3829787234;8.87230514096;9.87084870849;7.79315367808;9.51111111111;9.20034393809;12.1452894438;6.75505050505;10.4186952288;12.7990430622;12.3556581986;17.0926517572;10.8850457782;12.7380952381;10.0848256362;12.6477541371;21.4859437751;6.04178430265;11.8756936737;6.96161353286;9.09090909091;8.77768662838;10.9969167523;6.99803793329;5.29179030663;4.26464726983;5.42046605876,0
39,10.9080898197,7446;15339;22427;28244;28253;28256;28265;33478;50023;50024;50039;50042;50049;50050;55587;55603;55606;55609;66444;66451;66452;77065;77089;88220;88226;88239;88249,8.74183006536;14.2098273572;10.5004906771;16.5378670788;13.1773399015;9.86175115207;11.8756936737;9.82552800735;12.9854368932;9.80751604033;12.8915662651;12.938331318;2.18590398366;9.68325791855;4.2663476874;15.1558073654;12.2847301952;3.38500474533;15.8753709199;10.8080808081;12.6328217237;10.1904761905;10.2588686481;10.5418719212;12.1590909091;10.0563909774;11.6812227074,0
40,11.6937091266,7462;7465;7471;7483;15344;15350;15358;22428;22445;28269;33483;33485;37536;50059;50082;55631;55653;55669;66464;66484;66485;66490;66491;77114;77120;77134;77135;77136;88257;88263;88277;88281,11.9553072626;10.7429718876;36.1486486486;10.3381642512;11.4683815648;15.8989598811;7.41510741511;8.67802108678;11.6430903156;11.6052060738;2.74993574916;6.4927184466;10.6256206554;13.476070529;11.4930182599;16.4362519201;12.3986095017;12.6927639383;10.9295199183;11.7711771177;13.7003841229;10.1614434948;10.0;9.12969283276;11.0651499483;11.6052060738;8.71335504886;16.4869029276;6.39569635386;8.02700675169;14.6174863388;9.33682373473,0
41,12.2564218697,7489;7493;7510;7515;7516;15369;15370;15372;15374;15377;15383;15384;22467;22475;22480;22481;33510;33513;50086;50090;50091;50101;50103;50110;50111;50120;55680;55687;55691;55692;55694;55695;55697;66505;66506;66511;66523;66524;66533;66536;77144;77151;77152;77163;77166;77167;88282;88286;88287;88288;88296;88299;88300;88304,11.0880829016;13.6653895275;6.44190246839;11.3467656416;16.2367223065;13.1288343558;11.7324561404;14.3048128342;16.512345679;14.9025069638;8.00299177263;13.578680203;8.84297520661;20.8576998051;11.6304347826;17.8631051753;12.0089786756;16.512345679;12.6179245283;12.172923777;10.8961303462;17.7152317881;13.7532133676;11.6557734205;14.6374829001;21.4859437751;8.80658436214;10.2687140115;13.4591194969;11.9820828667;11.7841409692;12.3414071511;18.4165232358;12.558685446;8.69212022746;9.24805531547;13.0806845966;11.4561027837;12.5;8.42519685039;14.0974967062;11.2513144059;9.56210902592;11.6052060738;14.1909814324;10.4085603113;10.1421800948;9.28819444444;9.87996306556;9.74499089253;7.96130952381;10.3782735209;8.19923371648;8.52589641434,0
