time,velocity,informationId,partVelocity,week
0,11.9412427074,6887;6888;6891;6892;14804;21917;27827;27828;37275;37276;41437;49402;55001;65811;65813;76413;87580;87583,4.18454935622;8.94495412844;4.59634649381;6.8361086766;9.52380952381;34.8214285714;9.24170616114;8.50599781897;38.6138613861;7.10382513661;10.0128369705;9.66542750929;12.6009693053;4.85376477909;21.0242587601;3.8632986627;5.46218487395;15.087040619,0
1,9.10448649355,6895;6896;6897;27829;27830;27831;76416;87588;87589,5.94965675057;7.8;7.14940421632;5.21042084168;10.9090909091;10.182767624;11.8541033435;5.55160142349;17.3333333333,0
2,6.64877347986,6900;6901;6903;6904;6905;21921;49410;55009;65818,7.02070207021;7.18232044199;4.42930153322;3.42857142857;7.12328767123;9.62962962963;3.62285183465;5.82959641256;11.5727002967,0
3,8.90400040942,6906;6907;6908;21922;21923;33151;33153;49411;55011;55013;76429,7.69990128332;8.64745011086;10.182767624;5.07482108003;8.11654526535;5.79064587973;12.0743034056;8.69565217391;9.77443609023;10.4;11.4874815906,0
4,10.0445359707,6910;21926;37280;55014;55018;65823;87594;87595;87596,14.9712092131;18.0555555556;9.42028985507;9.09090909091;13.4020618557;6.58227848101;5.93155893536;2.44897959184;10.4979811575,0
5,7.92624335284,6913;6914;14820;14823;27837;49416;65825,6.48379052369;6.30557801132;10.5548037889;11.7469879518;4.84773151025;7.17571297148;8.36909871245,0
6,8.00760461741,6916;6917;6918;6919;6921;6922;14824;14825;41439;49418;55021,6.30557801132;5.43175487465;7.66961651917;6.95807314897;7.72277227723;8.36012861736;15.9509202454;6.44095788604;7.75347912525;6.47302904564;9.01734104046,0
7,11.7669102112,6925;6926;14831;14832;65829;76437;76438,8.37808807734;9.43168077388;4.93983533882;6.14173228346;7.51445086705;10.182767624;35.7798165138,0
8,11.6092943522,6930;6932;6933;14833;14835;14836;27840;27841;27842;27843;33161;49422;65830;76439,6.01851851852;13.0872483221;39.5939086294;9.11214953271;9.92366412214;5.09138381201;10.3174603175;12.1118012422;5.2;10.3174603175;9.62962962963;1.40794223827;22.2222222222;8.49673202614,0
9,9.02384287204,14840;27844;76440,9.04872389791;7.8;10.2228047182,0
10,7.73884450749,6937;14843;87608;87609,7.08446866485;9.33014354067;7.09090909091;7.44985673352,0
11,9.45701919157,14846;65844;65847,6.60457239627;15.7894736842;5.97701149425,0
12,6.49423046504,6938;49430;55037;55039;65851;76443;87615,3.07935254639;9.61775585697;4.7215496368;6.43033800495;5.02901353965;6.78260869565;9.79899497487,0
13,10.0039711345,6941;6945;6946;6947;21942;27847;27850;33169;37284;37285;41444;41445,13.3790737564;4.44444444444;4.57478005865;7.28291316527;5.87792012057;4.62633451957;9.61775585697;11.1587982833;7.28971962617;12.8078817734;24.0740740741;14.913957935,0
14,14.0318909578,21949;27851;37287;41446;41447;49444;55043;65855;65857,17.7676537585;17.0305676856;3.78090159961;38.2352941176;9.96168582375;10.8786610879;10.0257069409;7.26933830382;11.3372093023,0
15,9.9897117798,6955;6956;14854;41449;65867;76457,13.8790035587;14.2076502732;4.93046776233;10.4838709677;9.24170616114;7.19557195572,0
16,9.50602809548,6959;6965;14858;14859;14861;21959;21963;27861;27863;27864;27865;27866;27867;49458;55048;65874;76461,12.9353233831;6.87830687831;10.7883817427;2.18793828892;7.37240075614;5.24546065905;13.6363636364;10.8183079057;4.32372505543;18.8405797101;8.74439461883;3.7845705968;12.1306376361;8.71508379888;15.0579150579;2.29411764706;17.8489702517,0
17,8.7811206149,6967;6969;6971;14869;21967;27868;27874;27875;27877;33183;49465;55050;55054;55058;55059;55061;65878;65880;65884;87642;87643;87644;87648;87651;87652,10.9550561798;4.83870967742;6.59898477157;10.8183079057;11.8181818182;18.1818181818;6.84811237928;7.38636363636;8.82352941176;9.68944099379;9.00692840647;2.44284372064;3.46820809249;22.4783861671;9.45454545455;6.3209076175;8.91428571429;12.1495327103;12.1306376361;5.34612748458;6.46230323115;6.46230323115;8.94495412844;4.71014492754;5.27740189445,0
18,9.35740185156,6974;6979;14872;27881;27882;33189;49471;49472;55063;65889;76476;87654;87660;87661;87662,10.0515463918;12.7868852459;7.22222222222;14.606741573;7.05244122966;19.6473551637;8.26271186441;8.70535714286;4.95552731893;6.61577608142;7.50721847931;6.72993960311;2.78372591006;3.33048676345;20.1030927835,0
19,11.5671406403,6989;6990;14880;14882;14888;21982;21983;27885;27889;27891;33192;33193;33195;37302;37310;41462;49482;65903;65905;65906;65909;76480;76484;87668;87669;87672,9.87341772152;27.6595744681;11.2230215827;11.0481586402;24.2990654206;10.7883817427;7.90273556231;7.70750988142;7.6171875;6.65529010239;8.59977949283;12.540192926;14.1304347826;10.3448275862;13.1092436975;8.61878453039;10.7438016529;7.62463343109;8.09968847352;7.53623188406;8.99653979239;7.08446866485;8.93470790378;37.8640776699;7.67716535433;4.06673618352,0
