time,velocity,informationId,partVelocity,week
0,7.95757501879,6887;6888;6889;6891;6892;21917;21918;27827;27828;37273;37274;37275;37276;41437;49400;49401;49402;49404;54997;54998;55000;55001;55002;55003;55004;55005;65806;65807;65808;65809;65810;65811;65813;65814;65815;76411;76412;76413;87579;87580;87581;87582,4.13084504089;4.70391595033;14.5710059172;4.00487904046;5.75182481752;19.8789101917;3.85594049716;7.2962962963;6.49521925486;7.00071073205;4.17461326552;8.03098247044;1.66357034285;10.0101626016;7.84860557769;9.10351201479;11.8389423077;6.70068027211;8.23234433765;7.45083207262;7.84547988849;12.213267204;5.89997005091;18.4456928839;5.41953232462;14.4428152493;10.2019678923;4.22293676313;8.48406546081;7.10678210678;1.05235042735;2.10672655331;21.0021321962;6.51239669421;9.20130780009;5.81463990555;9.46205571566;5.77373974209;4.22746781116;7.33705772812;7.2029250457;7.49904834412,0
1,5.44253087644,6895;6896;6897;14809;14810;27829;27830;27832;27833;33149;37278;49406;55008;76415;76418;87585;87586;87588;87589;87590,5.69035239746;6.47387446599;5.0733968581;7.53922694221;5.41953232462;5.21026183549;5.21026183549;7.39489489489;9.30122757318;4.12047688768;1.38791038467;0.786961211201;6.32423756019;4.67267552182;5.06166495375;6.88329839273;6.64642375169;2.1415371236;7.42275810098;6.08964451314,0
2,6.23322258696,6900;6901;6902;6903;6904;6905;14812;14813;14815;27834;49410;55009;55010;76424;87591;87592,4.81780386403;7.52195494464;4.93610623904;4.41803094864;12.2971285893;7.82056371576;9.85492746373;4.08713692946;2.56610655204;7.70735524257;1.74676361057;4.5931452553;3.29541652727;4.33825148646;7.68930523029;12.0415647922,0
3,6.32915879842,6906;6907;6908;21922;21923;27835;33151;49411;55011;55012;76425;76427;76428,7.03822793855;4.69830670165;8.56149500217;5.58706749858;7.26937269373;3.85594049716;3.0303030303;9.85;6.20472440945;7.26669125784;6.48666447152;8.82221227049;3.60805860806,0
4,8.57814779194,6910;14817;21925;21926;33155;37280;55014;55015;55017;65822;65823;76430;76431;87594;87596,14.7676161919;8.15734989648;7.71943573668;18.0402930403;10.2497398543;7.94034663442;7.89579158317;8.27036104114;8.52444829078;10.1441812564;2.26514890192;3.41539528433;10.2711157456;4.5349907919;6.47600262985,0
5,6.49126275542,6912;6913;6914;14819;14820;14821;14822;27837;33157;33158;55020;65825,9.73320158103;5.99513085819;3.71768258162;8.66314863676;2.81308010852;4.0829015544;8.95454545455;6.51024454726;9.54920019389;8.27036104114;1.24047604055;8.36518046709,0
6,9.23843058608,6916;6917;6918;6921;6922;14824;14825;14826;41440;49418;49419;55021;55024;55025;76436,5.91591591592;8.67841409692;7.36448598131;7.591522158;5.85960737656;7.22405573891;13.6521136521;7.33432613552;3.50035536603;5.48135781859;8.24612808707;6.25794155019;4.87744491211;40.5349794239;6.05781057811,0
7,5.50740862492,6923;6924;6925;6926;14829;14830;14831;21930;27838;49420;55029;65829;76438,2.09396258503;10.5178857448;4.17992785911;7.58567577975;5.22546419098;5.23101433882;4.79785679493;3.56238698011;8.58013937282;6.97839178179;7.04074338813;2.80347232105;2.9993909866,0
8,8.42894657079,6930;6932;6933;14833;14835;14836;27840;27842;33161;49422;55032;76439,4.05600164711;2.39135712552;39.6378269618;7.83923597294;8.56149500217;4.29287426455;13.0291005291;2.70604395604;4.29661941112;5.4616024397;4.2863359443;4.58886559515,0
9,8.43288517967,6934;6935;14840;27844;49424;65833;65837;65838,4.14475068378;3.89636075949;8.06385591486;8.06055646481;11.7822966507;2.51918158568;23.5645933014;5.43148607665,0
10,9.49267118124,14843;33166;65841;87604;87606;87608;87609,6.02630773937;6.2302340291;26.8392370572;4.8498276711;11.3153360138;5.83012725658;5.3576285015,0
11,7.10975740055,14846;65843;65844;65845;65847;76442,6.82132963989;7.89579158317;7.98540737738;6.10663360198;4.89076464747;8.95861755343,0
12,8.0076663002,6938;6940;33168;49430;49431;55037;65848;65849;65851;76443;76444;87612;87615,3.62398822664;5.14629049112;6.58862876254;9.92443324937;12.734324499;11.3675706867;8.37941301574;4.17107770485;5.88410991637;11.5542521994;10.5686695279;5.68378534334;8.47311827957,0
13,7.2560765349,6943;6945;6946;6947;27847;27849;37284;41444;41445;49433;49438;49439;65853;65854;76447;87620;87621,9.62854349951;6.35688931914;4.34399117971;2.71424634886;3.91494435612;7.0558739255;6.35483870968;5.90704647676;14.9129447388;5.9642749016;5.73341094296;10.7532751092;19.2948090108;6.91713483146;5.95706078016;4.02615982015;3.51785714286,0
14,7.09651214232,6948;6951;14850;14851;21944;21945;21948;27854;27855;33171;37287;41446;41447;49444;65855;65857;65858;76448;76449,4.23655913978;2.42850098619;4.63856840122;15.6972111554;3.77611654207;1.70459461798;7.13768115942;7.9595959596;6.86172065482;3.08632304559;1.45141088927;38.1782945736;4.60495558672;8.36162988115;5.53370786517;3.6664805509;3.37213283122;5.73174279895;6.40650406504,0
15,5.73667371183,6956;14855;14856;21951;27857;41448;49455;55046;65859;65860;65861;65867;76458;87628;87629,5.29427573233;5.87358378056;3.43744547199;4.74698795181;6.78608336204;5.35471595542;5.00635324015;2.75524475524;4.64403583215;5.29997309658;6.64642375169;5.43448275862;8.53183196189;7.98217179903;8.256496228,0
16,8.04313678098,6959;6960;6963;6965;14858;14859;14861;21959;21962;21963;21964;27862;27863;27864;27865;27866;27867;49459;55047;55048;65868;65874;76459;76461;76462;76464;76465;87640;87641,4.50079963445;7.10678210678;7.53346080306;1.69666695375;11.9902617164;3.03637484587;8.48406546081;13.9914772727;9.111933395;14.7344801795;22.2598870056;3.0509524547;4.94353826851;16.4166666667;2.68721866048;5.56811758055;7.49619482496;6.24603677869;7.65345765346;11.1236589497;6.0244648318;4.485428051;4.15086388538;10.5066666667;6.80483592401;13.0291005291;7.06093189964;1.76539116408;9.79125248509,0
17,7.72731219582,6966;6971;6972;14866;14869;14870;21965;21967;27869;27870;27872;27874;27875;27877;33178;33180;33183;33184;49463;49465;49466;49468;55054;55056;55057;55059;55061;65877;65880;65882;76470;76472;76473;87642;87643;87644;87645;87648,1.75987135966;5.83530805687;5.94089264174;3.44225056788;14.2135642136;6.89052116125;11.6087212728;5.21164021164;2.68027210884;2.18986216096;1.88823924087;4.4399368943;5.44048605358;9.59571358987;11.5137346581;9.36311787072;8.9995431704;0.897044761168;7.48195974174;5.21439915299;5.01399847289;7.00071073205;21.5300546448;4.83554246441;13.8439915671;2.87969595088;2.03428335399;6.22826430604;10.5235042735;5.93016255268;28.8856304985;23.8498789346;8.13041683863;4.35647943388;5.49205464176;5.49205464176;8.28775767775;4.71630356715,0
18,6.73297491168,6974;6977;14871;14875;14879;21975;21976;27879;27880;27882;27883;33189;41455;49473;55062;55067;55069;55070;65885;65887;65889;65893;65894;65895;65896;76478;87654;87656;87657;87660;87661;87662;87664,3.75739080679;9.18843283582;3.28114590273;8.57640400522;11.9829683698;12.429022082;3.70858433735;10.0407747197;9.47570947571;3.33220568336;5.48746518106;8.10699588477;3.5349004127;5.26878844611;2.57684761282;6.27388535032;6.46325459318;6.24603677869;5.39873938065;1.86024551464;4.62767206953;7.36724008975;7.36724008975;3.26104949512;8.71295886776;5.14494646122;6.73044072429;7.88946736083;12.5959079284;9.21853065044;3.53998203055;7.24264705882;11.5002918856,0
19,8.10497709034,6989;6990;14882;14883;14885;14888;21977;21979;21980;21982;21983;27885;27887;27888;27889;27892;33192;33193;33194;33195;33197;37302;37303;37305;37308;37310;41462;49474;49479;49480;49481;49482;49483;49484;49485;49487;55073;55075;55077;65900;65904;65905;65908;76483;76484;87668;87671;87672,4.50285714286;27.7074542897;6.14089775561;11.387283237;7.91800643087;3.14044316914;5.08649625613;3.65559473001;8.76724521584;2.94557416268;0.914789876945;2.78642149929;4.52353616533;0.818514209739;2.1281192611;5.90173756741;6.11042183623;6.25;4.83672968328;11.9466343238;6.29996802047;1.46631931522;8.4296106119;4.96096701083;4.5329038196;2.07368421053;6.60630449363;5.97331716192;9.27495291902;11.1614730878;9.62383976551;2.67481330618;4.16490486258;8.09034907598;35.368043088;5.33441646358;19.4088669951;10.4731525784;12.3510971787;9.47115384615;8.47676419966;5.3459972863;10.1914123125;6.82842287695;4.24294637088;37.8846153846;4.5152418061;6.34460547504,0
20,7.74327998555,6991;6992;6994;14896;21984;21987;21988;21989;21997;27893;27895;27897;27901;27906;27907;33202;33203;33204;33205;33207;33208;33209;33212;33214;37311;37315;41470;49488;49491;49494;49497;55085;55086;55087;55088;55089;55091;55092;65911;65923;65924;65926;65927;65930;76491;76494;76496;76497;76499;87677;87678;87680;87681;87682;87684;87689;87693,4.68044666191;2.66288185996;6.14472863381;7.1766848816;10.6142241379;8.46947549441;4.96346686823;3.43564701779;8.18106312292;2.80826799715;8.17766708178;9.29245283019;6.24207858048;2.46929054901;22.2096956032;5.84223013049;7.82677791021;9.93945509586;12.8088426528;3.98382204247;5.58390022676;9.96963562753;4.18614534637;6.51455026455;5.26175213675;2.91247782377;5.09043927649;5.28575261605;6.10663360198;3.04859176725;6.01710445938;3.50533807829;5.72009291521;9.14153132251;3.71627994718;7.65048543689;8.56149500217;9.6568627451;7.1897810219;8.19808572618;10.428798306;5.00889905924;3.57142857143;8.05396565822;7.79889152811;5.57757644394;5.17060367454;15.3786104606;27.3611111111;8.23234433765;1.84803001876;5.89643819216;7.48480243161;1.4685054044;10.207253886;6.99573863636;39.6378269618,0
